tipo,anno,numero_atto,numero_parte,parametro_articolo,parametro_comma,norma_descrizione,norma_numero,norma_articolo,norme_str,n_norme
ordinanza,2025,140,1,25,1,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,140,1,77,2,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,140,1,102,2,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,143,1,25,2,legge,146,11,legge n.146 art.11 c.,1
ordinanza,2025,143,1,25,3,legge,146,11,legge n.146 art.11 c.,1
ordinanza,2025,143,1,117,1,legge,146,11,legge n.146 art.11 c.,1
ordinanza,2025,144,1,25,2,legge,146,11,legge n.146 art.11 c.,1
ordinanza,2025,144,1,25,3,legge,146,11,legge n.146 art.11 c.,1
ordinanza,2025,144,1,117,1,legge,146,11,legge n.146 art.11 c.,1
ordinanza,2025,145,1,3,,regio decreto,773,18,regio decreto n.773 art.18 c.3; codice penale art.635 c.1; decreto legislativo n.7 art.2 c.1; decreto legislativo n.7 art.2 c.1; codice penale art.635 c.,5
ordinanza,2025,145,1,17,,regio decreto,773,18,regio decreto n.773 art.18 c.3; codice penale art.635 c.1; decreto legislativo n.7 art.2 c.1; decreto legislativo n.7 art.2 c.1; codice penale art.635 c.,5
ordinanza,2025,145,1,21,,regio decreto,773,18,regio decreto n.773 art.18 c.3; codice penale art.635 c.1; decreto legislativo n.7 art.2 c.1; decreto legislativo n.7 art.2 c.1; codice penale art.635 c.,5
ordinanza,2025,145,1,25,2,regio decreto,773,18,regio decreto n.773 art.18 c.3; codice penale art.635 c.1; decreto legislativo n.7 art.2 c.1; decreto legislativo n.7 art.2 c.1; codice penale art.635 c.,5
ordinanza,2025,145,1,27,3,regio decreto,773,18,regio decreto n.773 art.18 c.3; codice penale art.635 c.1; decreto legislativo n.7 art.2 c.1; decreto legislativo n.7 art.2 c.1; codice penale art.635 c.,5
ordinanza,2025,145,1,76,,regio decreto,773,18,regio decreto n.773 art.18 c.3; codice penale art.635 c.1; decreto legislativo n.7 art.2 c.1; decreto legislativo n.7 art.2 c.1; codice penale art.635 c.,5
ordinanza,2025,145,1,117,,regio decreto,773,18,regio decreto n.773 art.18 c.3; codice penale art.635 c.1; decreto legislativo n.7 art.2 c.1; decreto legislativo n.7 art.2 c.1; codice penale art.635 c.,5
ordinanza,2025,146,1,3,,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2; legge della Regione autonoma Sardegna n.20 art.1 c.2; legge della Regione autonoma Sardegna n.20 art.1 c.5; legge della Regione autonoma Sardegna n.20 art.1 c.7; legge della Regione autonoma Sardegna n.20 art.1 c.8; legge della Regione autonoma Sardegna n.20 art.3 c.; legge della Regione autonoma Sardegna n.20 art. c.,9
ordinanza,2025,146,1,9,,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2; legge della Regione autonoma Sardegna n.20 art.1 c.2; legge della Regione autonoma Sardegna n.20 art.1 c.5; legge della Regione autonoma Sardegna n.20 art.1 c.7; legge della Regione autonoma Sardegna n.20 art.1 c.8; legge della Regione autonoma Sardegna n.20 art.3 c.; legge della Regione autonoma Sardegna n.20 art. c.,9
ordinanza,2025,146,1,11,,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2; legge della Regione autonoma Sardegna n.20 art.1 c.2; legge della Regione autonoma Sardegna n.20 art.1 c.5; legge della Regione autonoma Sardegna n.20 art.1 c.7; legge della Regione autonoma Sardegna n.20 art.1 c.8; legge della Regione autonoma Sardegna n.20 art.3 c.; legge della Regione autonoma Sardegna n.20 art. c.,9
ordinanza,2025,146,1,41,,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2; legge della Regione autonoma Sardegna n.20 art.1 c.2; legge della Regione autonoma Sardegna n.20 art.1 c.5; legge della Regione autonoma Sardegna n.20 art.1 c.7; legge della Regione autonoma Sardegna n.20 art.1 c.8; legge della Regione autonoma Sardegna n.20 art.3 c.; legge della Regione autonoma Sardegna n.20 art. c.,9
ordinanza,2025,146,1,97,,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2; legge della Regione autonoma Sardegna n.20 art.1 c.2; legge della Regione autonoma Sardegna n.20 art.1 c.5; legge della Regione autonoma Sardegna n.20 art.1 c.7; legge della Regione autonoma Sardegna n.20 art.1 c.8; legge della Regione autonoma Sardegna n.20 art.3 c.; legge della Regione autonoma Sardegna n.20 art. c.,9
ordinanza,2025,146,1,117,1,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2; legge della Regione autonoma Sardegna n.20 art.1 c.2; legge della Regione autonoma Sardegna n.20 art.1 c.5; legge della Regione autonoma Sardegna n.20 art.1 c.7; legge della Regione autonoma Sardegna n.20 art.1 c.8; legge della Regione autonoma Sardegna n.20 art.3 c.; legge della Regione autonoma Sardegna n.20 art. c.,9
ordinanza,2025,146,1,117,2,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2; legge della Regione autonoma Sardegna n.20 art.1 c.2; legge della Regione autonoma Sardegna n.20 art.1 c.5; legge della Regione autonoma Sardegna n.20 art.1 c.7; legge della Regione autonoma Sardegna n.20 art.1 c.8; legge della Regione autonoma Sardegna n.20 art.3 c.; legge della Regione autonoma Sardegna n.20 art. c.,9
ordinanza,2025,146,1,117,2,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2; legge della Regione autonoma Sardegna n.20 art.1 c.2; legge della Regione autonoma Sardegna n.20 art.1 c.5; legge della Regione autonoma Sardegna n.20 art.1 c.7; legge della Regione autonoma Sardegna n.20 art.1 c.8; legge della Regione autonoma Sardegna n.20 art.3 c.; legge della Regione autonoma Sardegna n.20 art. c.,9
ordinanza,2025,146,1,117,3,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2; legge della Regione autonoma Sardegna n.20 art.1 c.2; legge della Regione autonoma Sardegna n.20 art.1 c.5; legge della Regione autonoma Sardegna n.20 art.1 c.7; legge della Regione autonoma Sardegna n.20 art.1 c.8; legge della Regione autonoma Sardegna n.20 art.3 c.; legge della Regione autonoma Sardegna n.20 art. c.,9
ordinanza,2025,149,1,3,,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,149,1,25,1,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,149,1,72,1,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,149,1,77,2,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,149,1,102,2,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,150,1,3,,decreto legislativo,199,20,decreto legislativo n.199 art.20 c.1; decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2,4
ordinanza,2025,150,1,9,,decreto legislativo,199,20,decreto legislativo n.199 art.20 c.1; decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2,4
ordinanza,2025,150,1,11,,decreto legislativo,199,20,decreto legislativo n.199 art.20 c.1; decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2,4
ordinanza,2025,150,1,117,1,decreto legislativo,199,20,decreto legislativo n.199 art.20 c.1; decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2,4
ordinanza,2025,151,1,3,,decreto-legge,21,37,decreto-legge n.21 art.37 c.; legge n.51 art. c.; decreto-legge n.50 art.55 c.; legge n.91 art. c.; legge n.197 art.1 c.120,5
ordinanza,2025,151,1,42,,decreto-legge,21,37,decreto-legge n.21 art.37 c.; legge n.51 art. c.; decreto-legge n.50 art.55 c.; legge n.91 art. c.; legge n.197 art.1 c.120,5
ordinanza,2025,151,1,53,,decreto-legge,21,37,decreto-legge n.21 art.37 c.; legge n.51 art. c.; decreto-legge n.50 art.55 c.; legge n.91 art. c.; legge n.197 art.1 c.120,5
ordinanza,2025,151,1,117,1,decreto-legge,21,37,decreto-legge n.21 art.37 c.; legge n.51 art. c.; decreto-legge n.50 art.55 c.; legge n.91 art. c.; legge n.197 art.1 c.120,5
ordinanza,2025,153,1,17,,regio decreto,773,18,regio decreto n.773 art.18 c.3,1
ordinanza,2025,153,1,21,,regio decreto,773,18,regio decreto n.773 art.18 c.3,1
ordinanza,2025,153,1,117,1,regio decreto,773,18,regio decreto n.773 art.18 c.3,1
ordinanza,2025,156,1,3,,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto-legge n.63 art.5 c.2; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2,5
ordinanza,2025,156,1,9,,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto-legge n.63 art.5 c.2; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2,5
ordinanza,2025,156,1,11,,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto-legge n.63 art.5 c.2; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2,5
ordinanza,2025,156,1,117,1,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto-legge n.63 art.5 c.2; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2,5
ordinanza,2025,164,1,3,,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto-legge n.63 art.5 c.2; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2,5
ordinanza,2025,164,1,9,,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto-legge n.63 art.5 c.2; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2,5
ordinanza,2025,164,1,11,,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto-legge n.63 art.5 c.2; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2,5
ordinanza,2025,164,1,117,1,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto-legge n.63 art.5 c.2; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2,5
ordinanza,2025,168,1,3,,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto-legge n.63 art.5 c.2; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2,5
ordinanza,2025,168,1,9,,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto-legge n.63 art.5 c.2; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2,5
ordinanza,2025,168,1,11,,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto-legge n.63 art.5 c.2; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2,5
ordinanza,2025,168,1,117,1,decreto-legge,63,5,decreto-legge n.63 art.5 c.1; legge n.101 art. c.; decreto-legge n.63 art.5 c.2; legge n.101 art. c.; decreto legislativo n.190 art.2 c.2,5
ordinanza,2025,170,1,3,,codice penale,,155,codice penale art.155 c.; codice di procedura penale art.420 c.1; codice di procedura penale art.554 c.2; codice di procedura penale art.554 c.1,4
ordinanza,2025,173,1,3,,codice di procedura penale,,443,codice di procedura penale art.443 c.1,1
ordinanza,2025,173,1,24,,codice di procedura penale,,443,codice di procedura penale art.443 c.1,1
ordinanza,2025,174,1,3,,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,174,1,25,1,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,174,1,72,1,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,174,1,77,2,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,174,1,102,2,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,175,1,3,,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,175,1,25,1,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,175,1,72,1,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,175,1,77,2,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,175,1,102,2,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
