tipo,anno,numero_atto,numero_parte,parametro_articolo,parametro_comma,norma_descrizione,norma_numero,norma_articolo,norme_str,n_norme
ordinanza,2025,238,1,25,1,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,238,1,77,2,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,238,1,102,2,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,238,1,117,1,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2025,239,1,111,2,codice di procedura penale,,37,codice di procedura penale art.37 c.; codice di procedura penale art.38 c.; codice di procedura penale art.409 c.2; codice di procedura penale art.409 c.3; codice di procedura penale art.409 c.4; codice di procedura penale art.409 c.5,6
ordinanza,2025,239,1,117,1,codice di procedura penale,,37,codice di procedura penale art.37 c.; codice di procedura penale art.38 c.; codice di procedura penale art.409 c.2; codice di procedura penale art.409 c.3; codice di procedura penale art.409 c.4; codice di procedura penale art.409 c.5,6
ordinanza,2025,244,1,21,,codice penale militare di pace,,227,codice penale militare di pace art.227 c.1; codice penale militare di pace art.227 c.2,2
ordinanza,2025,244,1,52,,codice penale militare di pace,,227,codice penale militare di pace art.227 c.1; codice penale militare di pace art.227 c.2,2
ordinanza,2025,244,1,117,,codice penale militare di pace,,227,codice penale militare di pace art.227 c.1; codice penale militare di pace art.227 c.2,2
ordinanza,2025,246,1,3,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,246,1,24,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,246,1,81,6,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,246,1,97,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,246,1,103,2,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,246,1,111,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,246,1,113,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,246,1,117,1,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,247,1,3,,decreto-legge,76,11,decreto-legge n.76 art.11 c.; legge n.111 art. c.; codice penale art.353 c.; codice penale art.319 c.; codice penale art.320 c.; codice penale art.321 c.,6
ordinanza,2025,247,1,11,,decreto-legge,76,11,decreto-legge n.76 art.11 c.; legge n.111 art. c.; codice penale art.353 c.; codice penale art.319 c.; codice penale art.320 c.; codice penale art.321 c.,6
ordinanza,2025,247,1,77,,decreto-legge,76,11,decreto-legge n.76 art.11 c.; legge n.111 art. c.; codice penale art.353 c.; codice penale art.319 c.; codice penale art.320 c.; codice penale art.321 c.,6
ordinanza,2025,247,1,117,1,decreto-legge,76,11,decreto-legge n.76 art.11 c.; legge n.111 art. c.; codice penale art.353 c.; codice penale art.319 c.; codice penale art.320 c.; codice penale art.321 c.,6
ordinanza,2025,248,1,3,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,248,1,24,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,248,1,81,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,248,1,97,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,248,1,103,2,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,248,1,111,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,248,1,113,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,248,1,117,1,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,249,1,3,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,249,1,24,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,249,1,81,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,249,1,97,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,249,1,103,2,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,249,1,111,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,249,1,113,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,249,1,117,1,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,250,1,3,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,250,1,24,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,250,1,81,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,250,1,97,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,250,1,103,2,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,250,1,111,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,250,1,113,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,250,1,117,1,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,251,1,3,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,251,1,24,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,251,1,81,6,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,251,1,97,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,251,1,103,2,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,251,1,111,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,251,1,113,,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,251,1,117,1,decreto-legge,137,23,decreto-legge n.137 art.23 c.; legge di conversione n.176 art. c.,2
ordinanza,2025,253,1,3,,codice di procedura penale 1988 (disp. att.),,104,codice di procedura penale 1988 (disp. att.) art.104 c.1; decreto legislativo n.14 art.373 c.1,2
ordinanza,2025,253,1,24,,codice di procedura penale 1988 (disp. att.),,104,codice di procedura penale 1988 (disp. att.) art.104 c.1; decreto legislativo n.14 art.373 c.1,2
ordinanza,2025,253,1,42,,codice di procedura penale 1988 (disp. att.),,104,codice di procedura penale 1988 (disp. att.) art.104 c.1; decreto legislativo n.14 art.373 c.1,2
ordinanza,2025,253,1,117,1,codice di procedura penale 1988 (disp. att.),,104,codice di procedura penale 1988 (disp. att.) art.104 c.1; decreto legislativo n.14 art.373 c.1,2
ordinanza,2025,254,1,3,,decreto del Presidente della Repubblica,917,5,decreto del Presidente della Repubblica n.917 art.5 c.3; legge n.234 art.1 c.8,2
ordinanza,2025,254,1,41,,decreto del Presidente della Repubblica,917,5,decreto del Presidente della Repubblica n.917 art.5 c.3; legge n.234 art.1 c.8,2
ordinanza,2025,254,1,53,1,decreto del Presidente della Repubblica,917,5,decreto del Presidente della Repubblica n.917 art.5 c.3; legge n.234 art.1 c.8,2
ordinanza,2025,255,1,2,,legge,76,1,legge n.76 art.1 c.20; codice civile art.294 c.2,2
ordinanza,2025,255,1,3,,legge,76,1,legge n.76 art.1 c.20; codice civile art.294 c.2,2
ordinanza,2025,255,1,10,,legge,76,1,legge n.76 art.1 c.20; codice civile art.294 c.2,2
ordinanza,2025,255,1,117,1,legge,76,1,legge n.76 art.1 c.20; codice civile art.294 c.2,2
ordinanza,2025,257,1,117,1,decreto legislativo,398,9,decreto legislativo n.398 art.9 c.; decreto-legge n.8 art.10 c.5; legge n.68 art. c.,3
ordinanza,2025,258,1,38,,decreto legislativo,297,509,decreto legislativo n.297 art.509 c.3,1
ordinanza,2025,259,1,3,,legge,207,1,legge n.207 art.1 c.812; legge n.207 art.1 c.812; decreto del Presidente della Repubblica n.115 art.14 c.3,3
ordinanza,2025,259,1,24,,legge,207,1,legge n.207 art.1 c.812; legge n.207 art.1 c.812; decreto del Presidente della Repubblica n.115 art.14 c.3,3
ordinanza,2025,259,1,111,,legge,207,1,legge n.207 art.1 c.812; legge n.207 art.1 c.812; decreto del Presidente della Repubblica n.115 art.14 c.3,3
ordinanza,2025,260,1,3,,legge,207,1,legge n.207 art.1 c.812; legge n.207 art.1 c.812; decreto del Presidente della Repubblica art.14 c.3,3
ordinanza,2025,260,1,24,,legge,207,1,legge n.207 art.1 c.812; legge n.207 art.1 c.812; decreto del Presidente della Repubblica art.14 c.3,3
ordinanza,2025,260,1,111,,legge,207,1,legge n.207 art.1 c.812; legge n.207 art.1 c.812; decreto del Presidente della Repubblica art.14 c.3,3
ordinanza,2025,261,1,3,1,decreto del Presidente della Repubblica,426,7,decreto del Presidente della Repubblica n.426 art.7 c.3,1
ordinanza,2025,261,1,5,,decreto del Presidente della Repubblica,426,7,decreto del Presidente della Repubblica n.426 art.7 c.3,1
ordinanza,2025,261,1,24,1,decreto del Presidente della Repubblica,426,7,decreto del Presidente della Repubblica n.426 art.7 c.3,1
ordinanza,2025,261,1,87,1,decreto del Presidente della Repubblica,426,7,decreto del Presidente della Repubblica n.426 art.7 c.3,1
ordinanza,2025,262,1,2,,decreto legislativo,285,189,decreto legislativo n.285 art.189 c.6; decreto legislativo n.285 art.224 c.3,2
ordinanza,2025,262,1,3,,decreto legislativo,285,189,decreto legislativo n.285 art.189 c.6; decreto legislativo n.285 art.224 c.3,2
ordinanza,2025,262,1,27,3,decreto legislativo,285,189,decreto legislativo n.285 art.189 c.6; decreto legislativo n.285 art.224 c.3,2
ordinanza,2026,1,1,3,,legge,197,1,legge n.197 art.1 c.115; legge n.197 art.1 c.116; legge n.197 art.1 c.117; legge n.197 art.1 c.118; legge n.197 art.1 c.119,5
ordinanza,2026,1,1,53,,legge,197,1,legge n.197 art.1 c.115; legge n.197 art.1 c.116; legge n.197 art.1 c.117; legge n.197 art.1 c.118; legge n.197 art.1 c.119,5
ordinanza,2026,2,1,3,,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2026,2,1,10,3,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2026,2,1,11,,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2026,2,1,24,,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2026,2,1,25,1,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2026,2,1,77,2,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2026,2,1,102,2,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2026,2,1,117,1,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2026,3,1,3,,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2026,3,1,10,3,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2026,3,1,11,,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2026,3,1,24,,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2026,3,1,25,1,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
ordinanza,2026,3,1,77,2,decreto-legge,145,16,decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.3 c.1; legge n.46 art. c.; decreto-legge n.145 art.16 c.1; legge n.187 art. c.; decreto-legge n.13 art.5 c.; legge n.46 art. c.; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.5; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.6 c.8; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.142 art.14 c.6; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.10 c.3; decreto-legge n.145 art.18 c.1; legge n.187 art. c.; decreto legislativo n.286 art.14 c.6; decreto-legge n.145 art.19 c.; legge n.187 art. c.,28
